"StateID","StateName","DistrictID","DistrictCensusCode2011","DistrictName","TotalBlock","TotalODFBlock","Date"
"13","Maharashtra","313","502","WASHIM","6","6","10/30/2023 12:00:00 AM"
"13","Maharashtra","308","510","YAVATMAL","16","16","10/30/2023 12:00:00 AM"
"14","Manipur","316","275","BISHNUPUR","2","2","10/30/2023 12:00:00 AM"
"14","Manipur","317","280","CHANDEL","3","3","10/30/2023 12:00:00 AM"
"14","Manipur","318","274","CHURACHANDPUR","7","7","10/30/2023 12:00:00 AM"
"14","Manipur","319","278","IMPHAL EAST","2","2","10/30/2023 12:00:00 AM"
"14","Manipur","324","277","IMPHAL WEST","2","2","10/30/2023 12:00:00 AM"
"14","Manipur","751","766","JIRIBAM","1","1","10/30/2023 12:00:00 AM"
"14","Manipur","753","768","KAKCHING","1","1","10/30/2023 12:00:00 AM"
"14","Manipur","755","770","KAMJONG","3","3","10/30/2023 12:00:00 AM"
"14","Manipur","752","767","KANGPOKPI","3","3","10/30/2023 12:00:00 AM"
"14","Manipur","756","771","NONEY","4","4","10/30/2023 12:00:00 AM"
"14","Manipur","757","772","PHERZAWL","3","3","10/30/2023 12:00:00 AM"
"14","Manipur","320","272","SENAPATI","3","3","10/30/2023 12:00:00 AM"
"14","Manipur","321","273","TAMENGLONG","3","3","10/30/2023 12:00:00 AM"
"14","Manipur","754","769","TENGNOUPAL","3","3","10/30/2023 12:00:00 AM"
"14","Manipur","322","276","THOUBAL","1","1","10/30/2023 12:00:00 AM"
"14","Manipur","323","279","UKHRUL","3","3","10/30/2023 12:00:00 AM"
"15","Meghalaya","325","294","EAST GARO HILLS","3","3","10/30/2023 12:00:00 AM"
"15","Meghalaya","327","714","EAST JAINTIA HILLS","2","2","10/30/2023 12:00:00 AM"
"15","Meghalaya","326","298","EAST KHASI HILLS","11","11","10/30/2023 12:00:00 AM"
"15","Meghalaya","735","712","NORTH GARO HILLS","2","2","10/30/2023 12:00:00 AM"
"15","Meghalaya","735","712","NORTH GARO HILLS","4","2","10/30/2023 12:00:00 AM"
"15","Meghalaya","328","297","RI BHOI","3","3","10/30/2023 12:00:00 AM"
"15","Meghalaya","328","297","RI BHOI","4","3","10/30/2023 12:00:00 AM"
"15","Meghalaya","329","295","SOUTH GARO HILLS","4","4","10/30/2023 12:00:00 AM"
"15","Meghalaya","733","711","SOUTH WEST GARO HILLS","2","2","10/30/2023 12:00:00 AM"
"15","Meghalaya","733","711","SOUTH WEST GARO HILLS","3","2","10/30/2023 12:00:00 AM"
"15","Meghalaya","734","713","SOUTH WEST KHASI HILLS","2","2","10/30/2023 12:00:00 AM"
"15","Meghalaya","330","293","WEST GARO HILLS","6","6","10/30/2023 12:00:00 AM"
"15","Meghalaya","330","293","WEST GARO HILLS","8","6","10/30/2023 12:00:00 AM"
"15","Meghalaya","732","299","WEST JAINTIA HILLS","3","3","10/30/2023 12:00:00 AM"
"15","Meghalaya","331","296","WEST KHASI HILLS","2","4","10/30/2023 12:00:00 AM"
"15","Meghalaya","331","296","WEST KHASI HILLS","4","4","10/30/2023 12:00:00 AM"
"16","Mizoram","332","283","AIZAWL","4","4","10/30/2023 12:00:00 AM"
"16","Mizoram","333","284","CHAMPHAI","2","2","10/30/2023 12:00:00 AM"
"16","Mizoram","1386","793","HnahThial","1","1","10/30/2023 12:00:00 AM"
"16","Mizoram","1387","795","KHAWZAWL","1","1","10/30/2023 12:00:00 AM"
"16","Mizoram","337","282","KOLASIB","2","2","10/30/2023 12:00:00 AM"
"16","Mizoram","339","287","LAWNGTLAI","4","4","10/30/2023 12:00:00 AM"
"16","Mizoram","334","286","LUNGLEI","3","3","10/30/2023 12:00:00 AM"
"16","Mizoram","335","281","MAMIT","3","3","10/30/2023 12:00:00 AM"
"16","Mizoram","336","288","SAIHA","2","2","10/30/2023 12:00:00 AM"
"16","Mizoram","1388","794","SAITUAL","2","2","10/30/2023 12:00:00 AM"
"16","Mizoram","338","285","SERCHHIP","2","2","10/30/2023 12:00:00 AM"
"17","Nagaland","347","265","DIMAPUR","3","6","10/30/2023 12:00:00 AM"
"17","Nagaland","347","265","DIMAPUR","6","6","10/30/2023 12:00:00 AM"
"17","Nagaland","349","269","KIPHIRE","5","5","10/30/2023 12:00:00 AM"
"17","Nagaland","340","270","KOHIMA","5","7","10/30/2023 12:00:00 AM"
"17","Nagaland","340","270","KOHIMA","7","7","10/30/2023 12:00:00 AM"
"17","Nagaland","350","268","LONGLENG","3","3","10/30/2023 12:00:00 AM"
"17","Nagaland","341","262","MOKOKCHUNG","9","9","10/30/2023 12:00:00 AM"
"17","Nagaland","342","261","MON","8","8","10/30/2023 12:00:00 AM"
"17","Nagaland","348","271","PEREN","4","4","10/30/2023 12:00:00 AM"
"17","Nagaland","343","266","PHEK","8","8","10/30/2023 12:00:00 AM"
"17","Nagaland","344","267","TUENSANG","4","9","10/30/2023 12:00:00 AM"
"17","Nagaland","344","267","TUENSANG","9","9","10/30/2023 12:00:00 AM"
"17","Nagaland","345","264","WOKHA","7","7","10/30/2023 12:00:00 AM"
"17","Nagaland","346","263","ZUNHEBOTO","8","8","10/30/2023 12:00:00 AM"
"18","Odisha","351","384","ANGUL","8","8","10/30/2023 12:00:00 AM"
"18","Odisha","355","393","BALANGIR","14","14","10/30/2023 12:00:00 AM"
"18","Odisha","352","377","BALESWAR","12","12","10/30/2023 12:00:00 AM"
"18","Odisha","353","370","BARGARH","12","12","10/30/2023 12:00:00 AM"
"18","Odisha","354","378","BHADRAK","7","7","10/30/2023 12:00:00 AM"
"18","Odisha","356","391","BOUDH","3","3","10/30/2023 12:00:00 AM"
"18","Odisha","357","381","CUTTACK","14","14","10/30/2023 12:00:00 AM"
"18","Odisha","358","373","DEBAGARH","3","3","10/30/2023 12:00:00 AM"
"18","Odisha","359","383","DHENKANAL","8","8","10/30/2023 12:00:00 AM"
"18","Odisha","360","389","GAJAPATI","7","7","10/30/2023 12:00:00 AM"
"18","Odisha","361","388","GANJAM","22","22","10/30/2023 12:00:00 AM"
"18","Odisha","362","380","JAGATSINGHAPUR","8","8","10/30/2023 12:00:00 AM"
"18","Odisha","363","382","JAJAPUR","10","10","10/30/2023 12:00:00 AM"
"18","Odisha","364","371","JHARSUGUDA","5","5","10/30/2023 12:00:00 AM"
"18","Odisha","365","395","KALAHANDI","13","13","10/30/2023 12:00:00 AM"
"18","Odisha","366","390","KANDHAMAL","12","12","10/30/2023 12:00:00 AM"
"18","Odisha","367","379","KENDRAPARA","9","9","10/30/2023 12:00:00 AM"
"18","Odisha","368","375","KENDUJHAR","13","13","10/30/2023 12:00:00 AM"
"18","Odisha","369","386","KHORDHA","10","10","10/30/2023 12:00:00 AM"
"18","Odisha","370","398","KORAPUT","14","14","10/30/2023 12:00:00 AM"
"18","Odisha","371","399","MALKANGIRI","7","7","10/30/2023 12:00:00 AM"
"18","Odisha","372","376","MAYURBHANJ","26","26","10/30/2023 12:00:00 AM"
"18","Odisha","374","397","NABARANGAPUR","10","10","10/30/2023 12:00:00 AM"
"18","Odisha","375","385","NAYAGARH","8","8","10/30/2023 12:00:00 AM"
"18","Odisha","373","394","NUAPADA","5","5","10/30/2023 12:00:00 AM"
"18","Odisha","376","387","PURI","11","11","10/30/2023 12:00:00 AM"
"18","Odisha","377","396","RAYAGADA","11","11","10/30/2023 12:00:00 AM"
"18","Odisha","378","372","SAMBALPUR","9","9","10/30/2023 12:00:00 AM"
"18","Odisha","379","392","SONEPUR","6","6","10/30/2023 12:00:00 AM"
"18","Odisha","380","374","SUNDARGARH","17","17","10/30/2023 12:00:00 AM"
"32","Puducherry","593","637","KARAIKAL","1","1","10/30/2023 12:00:00 AM"
"32","Puducherry","594","635","PONDICHERRY","2","2","10/30/2023 12:00:00 AM"
"19","Punjab","381","049","AMRITSAR","9","9","10/30/2023 12:00:00 AM"
"19","Punjab","398","054","BARNALA","3","3","10/30/2023 12:00:00 AM"
"19","Punjab","382","046","BATHINDA","9","9","10/30/2023 12:00:00 AM"
"19","Punjab","383","045","FARIDKOT","3","3","10/30/2023 12:00:00 AM"
"19","Punjab","384","040","FATEHGARH SAHIB","5","5","10/30/2023 12:00:00 AM"
"19","Punjab","401","701","FAZILKA","5","5","10/30/2023 12:00:00 AM"
"19","Punjab","385","043","FEROZEPUR","6","6","10/30/2023 12:00:00 AM"
"19","Punjab","386","035","GURDASPUR","11","11","10/30/2023 12:00:00 AM"
"19","Punjab","387","038","HOSHIARPUR","10","10","10/30/2023 12:00:00 AM"
"19","Punjab","388","037","JALANDHAR","11","11","10/30/2023 12:00:00 AM"
"19","Punjab","389","036","KAPURTHALA","5","5","10/30/2023 12:00:00 AM"
"19","Punjab","390","041","LUDHIANA","13","13","10/30/2023 12:00:00 AM"
"19","Punjab","1151","797","MALERKOTLA","3","3","10/30/2023 12:00:00 AM"
"19","Punjab","391","047","MANSA","5","5","10/30/2023 12:00:00 AM"
"19","Punjab","392","042","MOGA","5","5","10/30/2023 12:00:00 AM"
"19","Punjab","393","044","MUKTSAR","4","4","10/30/2023 12:00:00 AM"
"19","Punjab","402","773","PATHANKOT","6","6","10/30/2023 12:00:00 AM"
"19","Punjab","395","048","PATIALA","10","10","10/30/2023 12:00:00 AM"
"19","Punjab","396","051","RUPNAGAR","5","5","10/30/2023 12:00:00 AM"
"19","Punjab","399","052","S.A.S Nagar","4","4","10/30/2023 12:00:00 AM"
"19","Punjab","397","053","SANGRUR","8","8","10/30/2023 12:00:00 AM"
"19","Punjab","394","039","Shahid Bhagat Singh Nagar","5","5","10/30/2023 12:00:00 AM"
"19","Punjab","400","050","Tarn Taran","8","8","10/30/2023 12:00:00 AM"
"20","Rajasthan","403","119","AJMER","11","11","10/30/2023 12:00:00 AM"
"20","Rajasthan","404","104","ALWAR","16","16","10/30/2023 12:00:00 AM"
"20","Rajasthan","405","125","BANSWARA","11","11","10/30/2023 12:00:00 AM"
"20","Rajasthan","406","128","BARAN","8","8","10/30/2023 12:00:00 AM"
"20","Rajasthan","407","115","BARMER","21","21","10/30/2023 12:00:00 AM"
"20","Rajasthan","408","105","BHARATPUR","12","12","10/30/2023 12:00:00 AM"
"20","Rajasthan","409","122","BHILWARA","14","14","10/30/2023 12:00:00 AM"
"20","Rajasthan","410","101","BIKANER","9","9","10/30/2023 12:00:00 AM"
"20","Rajasthan","411","121","BUNDI","5","5","10/30/2023 12:00:00 AM"
"20","Rajasthan","412","126","CHITTORGARH","11","11","10/30/2023 12:00:00 AM"
"20","Rajasthan","413","102","CHURU","7","7","10/30/2023 12:00:00 AM"
"20","Rajasthan","414","109","DAUSA","11","11","10/30/2023 12:00:00 AM"
"20","Rajasthan","415","106","DHOLPUR","6","6","10/30/2023 12:00:00 AM"
"20","Rajasthan","416","124","DUNGARPUR","10","10","10/30/2023 12:00:00 AM"
"20","Rajasthan","417","099","GANGANAGAR","9","9","10/30/2023 12:00:00 AM"
"20","Rajasthan","418","100","HANUMANGARH","7","7","10/30/2023 12:00:00 AM"
"20","Rajasthan","419","110","JAIPUR","22","22","10/30/2023 12:00:00 AM"
"20","Rajasthan","420","114","JAISALMER","7","7","10/30/2023 12:00:00 AM"
"20","Rajasthan","421","116","JALOR","10","10","10/30/2023 12:00:00 AM"
"20","Rajasthan","422","129","JHALAWAR","8","8","10/30/2023 12:00:00 AM"
"20","Rajasthan","423","103","JHUNJHUNU","11","11","10/30/2023 12:00:00 AM"
"20","Rajasthan","424","113","JODHPUR","21","21","10/30/2023 12:00:00 AM"
"20","Rajasthan","425","107","KARAULI","8","8","10/30/2023 12:00:00 AM"
"20","Rajasthan","426","127","KOTA","5","5","10/30/2023 12:00:00 AM"
"20","Rajasthan","427","112","NAGAUR","15","15","10/30/2023 12:00:00 AM"
"20","Rajasthan","428","118","PALI","10","10","10/30/2023 12:00:00 AM"
"20","Rajasthan","435","131","PRATAPGARH","8","8","10/30/2023 12:00:00 AM"
"20","Rajasthan","429","123","RAJSAMAND","8","8","10/30/2023 12:00:00 AM"
"20","Rajasthan","432","108","SAWAI MADHOPUR","7","7","10/30/2023 12:00:00 AM"
"20","Rajasthan","430","111","SIKAR","12","12","10/30/2023 12:00:00 AM"
"20","Rajasthan","431","117","SIROHI","5","5","10/30/2023 12:00:00 AM"
"20","Rajasthan","433","120","TONK","7","7","10/30/2023 12:00:00 AM"
"20","Rajasthan","434","130","UDAIPUR","20","20","10/30/2023 12:00:00 AM"
"21","Sikkim","436","244","GANGTOK","5","5","10/30/2023 12:00:00 AM"
"21","Sikkim","439","242","GYALSHING","5","5","10/30/2023 12:00:00 AM"
"21","Sikkim","437","241","MANGAN","4","4","10/30/2023 12:00:00 AM"
"21","Sikkim","438","243","NAMCHI","8","8","10/30/2023 12:00:00 AM"
"21","Sikkim","1363","801","Pakyong","5","5","10/30/2023 12:00:00 AM"
"21","Sikkim","1364","802","Soreng","5","5","10/30/2023 12:00:00 AM"
"21","Sikkim","1364","802","Soreng","6","5","10/30/2023 12:00:00 AM"
"22","Tamil Nadu","470","616","Ariyalur","6","6","10/30/2023 12:00:00 AM"
"22","Tamil Nadu","1356","787","CHENGALPATTU","8","8","10/30/2023 12:00:00 AM"
"22","Tamil Nadu","440","632","COIMBATORE","12","12","10/30/2023 12:00:00 AM"
"22","Tamil Nadu","441","617","CUDDALORE","14","14","10/30/2023 12:00:00 AM"
"22","Tamil Nadu","442","630","DHARMAPURI","10","10","10/30/2023 12:00:00 AM"
"22","Tamil Nadu","443","612","DINDIGUL","14","14","10/30/2023 12:00:00 AM"
"22","Tamil Nadu","444","610","ERODE","14","14","10/30/2023 12:00:00 AM"
"22","Tamil Nadu","1353","789","KALLAKURICHI","9","9","10/30/2023 12:00:00 AM"
"22","Tamil Nadu","445","604","KANCHIPURAM","5","5","10/30/2023 12:00:00 AM"
"22","Tamil Nadu","446","629","KANYAKUMARI(NAGERCOIL)","9","9","10/30/2023 12:00:00 AM"
"22","Tamil Nadu","447","613","KARUR","8","8","10/30/2023 12:00:00 AM"
"22","Tamil Nadu","468","631","KRISHNAGIRI","10","10","10/30/2023 12:00:00 AM"
"22","Tamil Nadu","448","623","MADURAI","13","13","10/30/2023 12:00:00 AM"
"22","Tamil Nadu","1361","33","Mayiladuthurai","5","5","10/30/2023 12:00:00 AM"
"22","Tamil Nadu","449","618","NAGAPATTINAM","6","6","10/30/2023 12:00:00 AM"
"22","Tamil Nadu","450","609","NAMAKKAL","15","15","10/30/2023 12:00:00 AM"
"22","Tamil Nadu","457","611","NILGIRIS(UDHAGAMANDALAM)","4","4","10/30/2023 12:00:00 AM"
"22","Tamil Nadu","451","615","PERAMBALUR","4","4","10/30/2023 12:00:00 AM"
"22","Tamil Nadu","452","621","PUDUKKOTTAI","13","13","10/30/2023 12:00:00 AM"
"22","Tamil Nadu","453","626","RAMANATHAPURAM","11","11","10/30/2023 12:00:00 AM"
"22","Tamil Nadu","1354","786","RANIPET","7","7","10/30/2023 12:00:00 AM"
"22","Tamil Nadu","454","608","SALEM","20","20","10/30/2023 12:00:00 AM"
"22","Tamil Nadu","455","622","SIVAGANGA","12","12","10/30/2023 12:00:00 AM"
"22","Tamil Nadu","1357","790","TENKASI","10","10","10/30/2023 12:00:00 AM"
"22","Tamil Nadu","456","620","THANJAVUR","14","14","10/30/2023 12:00:00 AM"
"22","Tamil Nadu","458","624","THENI","8","8","10/30/2023 12:00:00 AM"
"22","Tamil Nadu","467","627","THOOTHUKUDI","12","12","10/30/2023 12:00:00 AM"
"22","Tamil Nadu","463","614","TIRUCHIRAPPALLI","14","14","10/30/2023 12:00:00 AM"
"22","Tamil Nadu","460","628","TIRUNELVELI","9","9","10/30/2023 12:00:00 AM"
"22","Tamil Nadu","1355","788","TIRUPATHUR","6","6","10/30/2023 12:00:00 AM"
"22","Tamil Nadu","471","633","TIRUPPUR","13","13","10/30/2023 12:00:00 AM"
"22","Tamil Nadu","461","602","TIRUVALLUR","14","14","10/30/2023 12:00:00 AM"
"22","Tamil Nadu","459","606","TIRUVANNAMALAI","18","18","10/30/2023 12:00:00 AM"
"22","Tamil Nadu","462","619","TIRUVARUR","10","10","10/30/2023 12:00:00 AM"
"22","Tamil Nadu","464","605","VELLORE","7","7","10/30/2023 12:00:00 AM"
"22","Tamil Nadu","465","607","VILLUPURAM","13","13","10/30/2023 12:00:00 AM"
"22","Tamil Nadu","466","625","VIRUDHUNAGAR","11","11","10/30/2023 12:00:00 AM"
"36","Telangana","661","532","ADILABAD","17","17","10/30/2023 12:00:00 AM"
"36","Telangana","707","753","BADRADRI KOTHAGUDEM","22","22","10/30/2023 12:00:00 AM"
"36","Telangana","670","540","HANUMAKONDA","12","12","10/30/2023 12:00:00 AM"
"36","Telangana","708","737","JAGTIAL","18","18","10/30/2023 12:00:00 AM"
"36","Telangana","709","752","JANGAON","12","12","10/30/2023 12:00:00 AM"
"36","Telangana","710","750","JAYASHANKAR BHUPALAPALLY","11","11","10/30/2023 12:00:00 AM"
"36","Telangana","711","744","JOGULAMBA GADWAL","12","12","10/30/2023 12:00:00 AM"
"36","Telangana","712","736","KAMAREDDY","22","22","10/30/2023 12:00:00 AM"
"36","Telangana","663","534","KARIMNAGAR","15","15","10/30/2023 12:00:00 AM"
"36","Telangana","664","541","KHAMMAM","20","20","10/30/2023 12:00:00 AM"
"36","Telangana","713","733","KOMARAM BHEEM ASIFABAD","15","15","10/30/2023 12:00:00 AM"
"36","Telangana","714","751","MAHABUBABAD","16","16","10/30/2023 12:00:00 AM"
"36","Telangana","665","538","MAHBUBNAGAR","14","14","10/30/2023 12:00:00 AM"
"36","Telangana","665","538","MAHBUBNAGAR","15","14","10/30/2023 12:00:00 AM"
"36","Telangana","715","735","MANCHERIAL","16","16","10/30/2023 12:00:00 AM"
"36","Telangana","666","535","MEDAK","20","20","10/30/2023 12:00:00 AM"
"36","Telangana","716","742","MEDCHAL","5","5","10/30/2023 12:00:00 AM"
"36","Telangana","1352","780","MULUGU","9","9","10/30/2023 12:00:00 AM"
"36","Telangana","717","746","NAGARKURNOOL","20","20","10/30/2023 12:00:00 AM"
"36","Telangana","667","539","NALGONDA","31","31","10/30/2023 12:00:00 AM"
"36","Telangana","1351","781","NARAYANPET","11","11","10/30/2023 12:00:00 AM"
"36","Telangana","718","734","NIRMAL","18","18","10/30/2023 12:00:00 AM"
"36","Telangana","668","533","NIZAMABAD","27","27","10/30/2023 12:00:00 AM"
"36","Telangana","719","738","PEDDAPALLI","13","13","10/30/2023 12:00:00 AM"
"36","Telangana","720","739","RAJANNA SIRICILLA","12","12","10/30/2023 12:00:00 AM"
"36","Telangana","669","537","RANGAREDDI","21","21","10/30/2023 12:00:00 AM"
"36","Telangana","721","740","SANGAREDDY","25","25","10/30/2023 12:00:00 AM"
"36","Telangana","722","741","SIDDIPET","23","23","10/30/2023 12:00:00 AM"
"36","Telangana","723","748","SURYAPET","23","23","10/30/2023 12:00:00 AM"
"36","Telangana","724","743","VIKARABAD","18","18","10/30/2023 12:00:00 AM"
"36","Telangana","724","743","VIKARABAD","19","18","10/30/2023 12:00:00 AM"
"36","Telangana","725","745","WANAPARTHY","14","14","10/30/2023 12:00:00 AM"
"36","Telangana","726","749","WARANGAL","11","11","10/30/2023 12:00:00 AM"
"36","Telangana","727","747","YADADRI","17","17","10/30/2023 12:00:00 AM"
"23","Tripura","472","291","DHALAI","8","8","10/30/2023 12:00:00 AM"
"23","Tripura","478","709","GOMATI","8","8","10/30/2023 12:00:00 AM"
"23","Tripura","476","708","KHOWAI","6","6","10/30/2023 12:00:00 AM"
"23","Tripura","473","292","NORTH TRIPURA","8","8","10/30/2023 12:00:00 AM"
"23","Tripura","477","707","SEPAHIJALA","7","7","10/30/2023 12:00:00 AM"
"23","Tripura","474","290","SOUTH TRIPURA","8","8","10/30/2023 12:00:00 AM"
"23","Tripura","479","710","UNAKOTI","4","4","10/30/2023 12:00:00 AM"
"23","Tripura","475","289","WEST TRIPURA","9","9","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","480","146","AGRA","15","15","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","481","143","ALIGARH","12","12","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","483","178","AMBEDKAR NAGAR","9","9","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","551","706","AMETHI","13","13","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","513","137","AMROHA","6","6","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","484","162","AURAIYA","7","7","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","502","177","AYODHYA","11","11","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","485","191","AZAMGARH","22","22","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","487","139","BAGPAT","6","6","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","488","180","BAHRAICH","14","14","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","489","193","BALLIA","17","17","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","490","182","BALRAMPUR","9","9","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","491","170","BANDA","8","8","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","492","176","BARABANKI","15","15","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","493","150","BAREILLY","15","15","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","494","185","BASTI","14","13","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","538","198","BHADOHI","6","6","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","495","134","BIJNOR","11","11","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","486","149","BUDAUN","15","15","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","496","142","BULANDSHAHR","16","16","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","498","196","CHANDAULI","9","9","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","497","171","CHITRAKOOT","5","5","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","499","190","DEORIA","16","16","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","500","201","ETAH","8","8","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","501","161","ETAWAH","8","8","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","503","159","FARRUKHABAD","7","7","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","504","172","FATEHPUR","13","13","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","505","147","FIROZABAD","9","9","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","506","141","GAUTAM BUDDHA NAGAR","3","3","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","507","140","GHAZIABAD","4","4","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","508","195","GHAZIPUR","16","16","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","509","183","GONDA","16","16","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","510","188","GORAKHPUR","20","20","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","511","168","HAMIRPUR","7","7","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","554","705","HAPUR","4","4","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","512","155","HARDOI","19","19","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","523","144","HATHRAS","7","7","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","514","165","JALAUN","9","9","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","515","194","JAUNPUR","21","21","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","516","166","JHANSI","8","8","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","517","160","KANNAUJ","8","8","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","519","163","KANPUR DEHAT","10","10","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","518","164","KANPUR NAGAR","10","10","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","550","202","KASGANJ","7","7","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","520","174","KAUSHAMBI","8","8","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","533","189","KUSHINAGAR","14","14","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","549","153","LAKHIMPUR KHERI","15","15","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","521","167","LALITPUR","6","6","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","522","157","LUCKNOW","8","8","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","525","187","MAHARAJGANJ","12","12","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","524","169","MAHOBA","4","4","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","526","148","MAINPURI","9","9","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","527","145","MATHURA","10","10","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","528","192","MAU","9","9","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","529","138","MEERUT","12","12","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","530","199","MIRZAPUR","12","12","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","531","135","MORADABAD","8","8","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","532","133","MUZAFFARNAGAR","9","9","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","534","151","PILIBHIT","7","7","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","535","173","PRATAPGARH","17","17","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","482","175","PRAYAGRAJ","23","23","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","536","158","RAE BARELI","18","18","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","537","136","RAMPUR","6","6","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","539","132","SAHARANPUR","11","11","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","552","754","SAMBHAL","8","8","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","540","186","SANT KABIR NAGAR","9","9","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","542","152","SHAHJAHANPUR","15","15","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","553","704","SHAMLI","5","5","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","541","181","SHRAVASTI","5","5","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","543","184","SIDDHARTHNAGAR","14","14","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","544","154","SITAPUR","19","19","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","545","200","SONBHADRA","10","10","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","546","179","SULTANPUR","14","13","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","547","156","UNNAO","16","16","10/30/2023 12:00:00 AM"
"24","Uttar Pradesh","548","197","VARANASI","8","8","10/30/2023 12:00:00 AM"
"33","Uttarakhand","597","064","ALMORA","11","11","10/30/2023 12:00:00 AM"
"33","Uttarakhand","598","063","BAGESHWAR","3","3","10/30/2023 12:00:00 AM"
"33","Uttarakhand","599","057","CHAMOLI","9","9","10/30/2023 12:00:00 AM"
"33","Uttarakhand","600","065","CHAMPAWAT","4","4","10/30/2023 12:00:00 AM"
"33","Uttarakhand","601","060","DEHRADUN","6","6","10/30/2023 12:00:00 AM"
"33","Uttarakhand","602","068","HARIDWAR","6","6","10/30/2023 12:00:00 AM"
"33","Uttarakhand","603","066","NAINITAL","8","8","10/30/2023 12:00:00 AM"
"33","Uttarakhand","604","061","PAURI(GARHWAL)","15","15","10/30/2023 12:00:00 AM"
"33","Uttarakhand","605","062","PITHORAGARH","8","8","10/30/2023 12:00:00 AM"
"33","Uttarakhand","606","058","RUDRAPRAYAG","3","3","10/30/2023 12:00:00 AM"
"33","Uttarakhand","607","059","TEHRI GARHWAL","9","9","10/30/2023 12:00:00 AM"
